100,101,3,1000.0
1.1690418,4.9285294,3.9618639,4.6554485,4.8082408,1.5926745,3.3771403,9.1084137,2.1099498,1.1570675,1.5477289,3.1008813,9.9564438,7.3509650,4.3180265,4.6214493,7.2900754,3.7623758,2.3166470,4.2485839,4.2649733,3.5538839,4.3755285,3.5956988,2.8215142,3.8786160,2.3782935,2.2352614,2.5699671,4.5131627,4.8508812,3.7933921,1.8006723,4.4730268,1.8016924,4.2017421,3.3130500,3.8970744,3.3353835,1.2754611,4.9621683,1.4289242,1.2884582,5.7026673,4.5743834,1.4647832,1.6061721,3.2881416,1.5258728,4.2761241,2.0297844,2.2202182,4.0728375,4.5912646,4.4651790,1.9124267,3.0849718,4.0784258,2.4054542,1.2531132,3.9407298,1.3040327,4.1422686,4.3336776,1.2289278,2.4956740,6.2995779,1.7664572,4.3846221,2.8752536,1.7395579,4.3161612,6.2151665,1.2576128,3.7989193,4.9424138,3.1990479,1.8413883,4.3114203,4.8407293,4.4460088,2.4550337,1.1482307,7.5080005,3.6596949,6.3582185,3.6797166,3.5569411,1.4682372,2.3591350,4.9243382,4.3440510,2.1333225,1.7832668,3.7564353,1.1498964,1.1684101,3.8368732,4.9907179,4.3530924,2.2302782
3.4302965,2.2091996,3.8577116,3.4831923,2.2080850,3.4488654,4.9734325,1.6392278,3.2665642,2.1303610,2.6543557,2.0235868,1.3175137,6.4849333,9.4073862,2.0654487,8.1522811,4.7464147,6.2083577,4.3263150,3.4157245,1.6363743,4.8873474,3.7757277,3.2533611,3.6696369,3.6115044,1.5485354,1.1551762,3.1390560,3.3467555,1.5293606,2.0093293,4.8281954,5.4811450,4.5816341,5.0888806,4.3852183,1.2459655,3.6682075,2.0226280,2.6214154,4.3341122,3.3398442,5.5712370,3.4374907,4.8808966,4.2653510,1.2802925,4.3019034,2.0727257,1.1044041,2.6260032,1.2380802,4.2721687,1.1448070,1.5472483,1.8745880,1.4375453,1.7188373,1.3394903,2.4874344,9.4940328,4.3988193,3.7002637,3.0657550,3.4176576,6.6812318,1.3380735,8.3547894,4.0602895,2.9714820,4.7984170,3.3517679,1.2367996,8.6194068,4.8421022,3.7994666,3.7376245,3.8222225,2.5454566,3.5457587,4.4575276,2.9266501,4.0231891,3.4201265,2.6399131,1.1110201,4.3429212,6.8866930,2.8972283,4.4876462,6.5094156,1.5378889,4.0936162,2.7569201,7.6865086,1.1869198,2.1628832,3.1455171,6.1939277
3.1994925,1.7207317,1.8647602,8.3171408,3.4624026,1.3156987,2.0560894,1.1894683,4.6079757,7.1391460,2.6966142,7.3030523,4.9369175,3.3032731,1.3233563,1.0163246,2.6928897,3.6940696,3.4998253,3.7056286,4.8412644,2.5757050,2.9777378,4.2396307,1.9334689,7.2613693,1.0998401,4.0910392,3.5181342,1.8447986,3.6508667,1.4709494,4.8660943,3.0624909,1.9971420,2.8998066,3.8494399,1.8390220,1.5005303,3.3191916,1.1906051,1.1016566,4.7554239,2.7152750,1.1171690,3.6908593,1.8916828,1.8475623,1.1459076,5.2502486,2.8904646,3.6237965,4.0979188,3.2646895,2.7137768,3.5388287,3.1632827,2.4148621,3.6077012,3.6536558,2.6464128,4.7859813,3.9223609,8.6830035,1.1151030,4.1913940,4.1569889,4.0459031,4.6022779,2.7020225,5.8614023,2.9513087,1.6994898,3.1059495,1.1049792,1.4903456,3.4860660,5.2500684,3.3375283,1.7427716,1.1417009,9.5469719,4.9093311,3.6638683,1.9939662,3.7364153,3.5481591,1.4436913,3.6808226,1.4284581,4.6867228,4.4953472,4.2599747,3.7041676,4.0501908,2.9514054,3.5908107,3.3295651,6.2987331,3.2006802,3.5425899
7.8797165,3.3659245,2.1800073,3.8675036,1.1792869,4.6996046,2.8085085,3.5852657,1.4617521,4.9406229,3.9724892,2.3248849,1.0332088,3.6615602,9.0588320,1.0001576,2.3448060,1.3176251,3.7920730,4.7249241,3.1253761,2.1605502,2.9324525,8.0438285,2.5248245,3.0791426,3.3672045,2.9364015,3.2537367,4.6417891,5.4827173,2.5925139,4.4505351,4.0063138,3.6893300,4.2082485,1.4729504,4.0838640,2.4009644,3.9296866,6.8492672,2.8280576,2.2775805,8.8695372,2.4409299,4.5179211,4.6372511,3.6086873,3.8635639,3.8026312,6.4315675,3.7143974,3.4831149,3.2601612,2.3022912,1.7631103,3.8952649,3.8891171,2.5244377,1.4364199,3.2460634,4.3938435,2.2986226,1.4386571,2.0927721,4.4819806,4.2750613,3.9240821,9.4682885,4.2632611,2.0796856,4.5899177,3.0414920,2.1099239,1.4074902,6.1603397,4.4208249,3.1956603,4.6584442,4.5899774,4.6372916,2.8124073,3.2356330,4.3227756,4.6125948,1.7904234,2.4781878,4.0178190,3.3169958,2.6907554,1.1931308,1.3008147,2.3526850,3.9197172,1.9489908,4.0647261,3.0028284,3.7424528,2.2906239,4.5244194,4.9096074
1.4484296,2.8367083,4.9334254,2.0660116,3.8530651,3.1327149,1.7823530,4.0176591,4.8340048,4.2404535,3.0383842,1.2284146,2.6761207,1.0078207,2.6985599,1.3796995,1.3265717,4.3742285,2.3987391,7.6587065,3.8509020,3.9939623,4.4150102,2.1346514,4.3428637,3.9910339,6.5927495,4.3559929,4.3407945,4.4925498,2.4748330,3.6014032,2.9998417,4.6936126,4.3660872,1.7833779,8.0647608,3.5510317,4.7883121,3.7690243,2.1649826,1.8239521,1.6309756,1.9796391,3.9913993,3.6043351,1.0518314,1.9353941,3.3089944,6.9556227,5.2085561,1.3048626,4.3724890,8.1687415,7.4697392,3.5474392,4.4401909,1.0949529,3.3864785,2.2194681,9.0469065,1.6495463,6.2685463,4.2565157,1.4637875,2.4334688,3.0052371,9.0031050,1.1916502,1.1129075,3.9738937,2.7970129,2.8779749,3.1513710,3.8874822,8.2142299,4.6341790,3.7777941,1.9651796,4.7351686,1.0036618,3.0884061,3.6280294,3.9422292,2.1823317,9.5307858,3.9703369,4.4719607,4.8101195,1.6875401,4.2244668,3.7282417,6.4948193,2.6781358,2.2115176,4.0796189,2.5708033,3.6421953,4.0116183,2.0501206,2.1958641
9.9261004,2.7285372,4.4809618,3.5430670,8.0000379,6.7550702,2.1598913,1.2127444,3.8970726,4.6403525,4.2134136,8.6489544,4.3071604,4.2537363,2.5931727,4.9177533,3.3726937,3.4294231,3.4156047,3.9635917,7.2694079,2.7143322,3.9558852,4.0082862,3.7425630,4.1011552,3.5217370,3.6773696,1.7388939,2.6027553,4.6271400,4.5569675,1.9862358,3.9044183,1.6298142,4.2572546,1.2821304,3.4829609,3.2320704,4.9866518,4.2011268,2.4505795,7.8886326,2.4608210,2.2053799,3.2193568,2.6462339,4.6549403,1.9898317,3.0353339,7.1797809,1.9645217,2.8385493,2.6004470,2.4445210,2.9434625,3.3941902,7.7586591,4.0119372,4.1991599,9.9047883,9.7005018,1.9155761,2.3128008,4.6284926,1.2536676,4.0158340,1.6299748,2.6921317,3.1850259,4.3836140,3.5233835,4.9299629,1.9672202,2.0905605,2.8583569,4.7262983,3.2310218,2.2203568,1.6615783,3.3581096,7.6041204,3.0739011,2.1630194,1.1865856,2.8719377,1.0336903,4.0580717,4.4394109,4.0685076,2.2590757,1.9918882,4.6949851,1.0693345,1.2067232,1.0748764,4.2077920,4.0714377,2.0187392,3.9084656,8.5840456
4.6590621,2.8243264,3.6773266,1.6606873,3.9327407,4.6925640,1.3703651,3.9628429,4.3157349,4.3623401,4.6551967,1.3006930,1.7904188,2.9789774,3.5043348,4.6023592,6.2272264,4.0523243,3.5902479,3.7692223,1.5692502,4.5891786,2.5615384,1.0319227,3.7285702,1.8431267,1.9244274,3.5104946,1.6532316,4.4054628,3.3606860,1.6190389,9.3751269,4.7513529,4.5208900,4.4553321,4.8530522,1.1837076,3.4029681,3.8519994,3.4180035,2.1967782,4.0504838,2.1894185,8.4788698,3.3868827,4.8448960,2.3605727,2.5052559,3.9635564,2.1987766,3.9284855,3.3921286,3.2617417,2.8456036,5.4378048,1.0719756,1.2345141,3.4166486,4.9182800,7.7823337,1.4104787,3.3712516,4.9857847,1.9846205,7.6036733,3.6256591,1.4773730,6.6867857,3.5624082,1.7660607,2.4898924,4.9328151,2.2297915,5.4181216,2.8370905,2.5894117,3.3420855,1.0869512,1.2630520,2.3516062,4.7628941,4.8815691,4.0239464,1.1441755,1.3117480,4.7092441,3.2928751,4.6420941,2.6164860,3.1206604,3.4403339,1.8868276,1.9174890,4.3593048,3.5103409,1.4183583,3.7004138,3.7738952,2.5299703,3.9801138
2.7036725,3.2547321,1.1035562,2.7552917,1.5532779,2.3392904,2.5290334,3.9949988,8.9445866,1.9730220,3.7962960,4.7833674,4.1729885,3.3865610,3.9228742,3.8805913,1.2588285,7.5403643,1.0639156,1.8643275,3.2787308,6.9637246,2.7495609,3.2846872,4.2396865,4.0496845,1.8108175,4.2716584,1.4688459,1.1930990,2.1168120,1.1251600,3.8611317,1.2105740,3.2415584,3.1409707,1.0205301,6.7809290,4.7121902,4.4061413,1.5186569,4.6717455,4.0314381,3.1768340,4.4155057,3.6596165,4.5741640,2.6224551,3.0627554,1.0589583,2.3592296,4.9350555,1.4408248,1.9707725,1.7072998,3.2341165,9.8371009,4.8857759,5.7746826,3.0727660,4.9292896,4.7503594,4.5525284,1.4054651,2.6853737,3.1122587,3.5059082,5.1661839,1.1365332,1.6686518,4.0753452,1.8290494,2.2969446,1.6409685,2.0714589,3.7883294,8.9089022,2.9614329,3.9844334,2.2434554,4.2125622,1.0497205,1.2535553,2.5478293,1.3568602,1.9586537,3.2819593,4.9362192,3.5634957,9.3054571,3.7886514,1.1710600,4.3364004,3.0065022,4.5299497,4.4012209,2.5048702,3.2225850,1.6990130,1.3120319,1.3859879
4.7628176,1.1851390,3.4568168,4.9823409,1.6212256,4.6660225,1.3147987,1.0251474,9.5151861,1.8850740,5.9177798,3.0446227,1.4515657,4.8247727,1.2776178,3.9716660,2.9458486,1.5690681,7.0210117,1.0471276,2.7972829,4.5075349,3.1975815,1.4507945,1.1854976,3.0340010,4.8129951,6.6961238,6.6679862,1.6719286,1.5941447,5.8060872,3.4734631,1.0861115,2.0871896,1.9958816,4.5264181,1.4758743,4.9900145,1.7527686,1.8607874,4.7248488,3.4395347,7.6365933,1.4372964,4.4931780,3.6178351,1.7738899,6.6536217,1.6025491,3.4334704,3.0424991,3.7971146,1.9031786,2.0896137,3.6555739,2.0530393,2.7037953,4.7881934,8.8275018,1.2528242,3.2069326,4.8770350,1.7908931,9.5807280,4.2933559,4.6917348,4.7114046,1.2826478,2.5392262,6.1581647,4.9910665,1.8811089,3.9874978,4.5611421,5.5246466,4.1098692,3.7015890,4.3501648,3.7009560,1.2728050,4.3818587,1.4053901,2.0249650,4.0503203,1.6052095,1.2167391,3.3662256,4.1647855,4.4022739,3.9371284,4.2022042,4.3643360,4.0433073,1.5844811,1.3261166,5.3433553,4.9501087,1.7197183,1.8959994,2.2359701
1.0873174,3.1345819,4.4294794,3.3359106,8.8450042,4.8662343,2.9120715,2.4585405,4.9589787,1.2869680,6.2982114,3.0427940,6.6406213,4.0272094,4.5756114,2.7582489,1.7554906,2.4351421,2.4034621,4.1812754,4.6106112,1.3814079,1.6557296,3.4290109,1.6876478,4.5375414,4.3784461,6.4250950,1.3984122,4.2714434,4.9589124,1.6208244,2.0071727,5.4745940,4.1480887,1.2549066,8.0664204,6.3360189,2.0889746,4.0491944,8.9028355,4.2445794,1.1189621,4.6465426,1.7940167,4.6688324,2.2900767,1.1086094,1.4167693,4.0171915,1.7966778,1.7971118,8.7710067,1.8480263,8.8386056,4.3169005,3.8349078,3.3232322,1.6777636,3.2047847,1.8631236,1.3954615,3.4903873,3.7000348,8.1825321,4.4537298,9.4432372,1.0325694,1.5869494,2.2967071,1.7401317,4.7749788,1.5897456,4.2780132,2.8194835,3.6768956,2.4454526,2.3204022,3.6311550,4.8573840,2.2569298,1.1621355,2.7510004,2.3284745,2.2196662,1.3507158,1.3973795,1.0114034,1.2719705,2.7807026,5.3662983,3.9583686,1.0832465,4.7534037,3.8046903,4.2114945,1.6395799,4.9969933,3.0606860,2.3627085,2.0159004
